player_name,position,country,link,Team,dob,Number,Height,pid
Danny Ings,Forward,  England,http://www.premierleague.com/players/8245/Danny-Ings/overview,Southampton,23/07/1992,9,178cm,84939
Ryan Inniss,Defender,  England,http://www.premierleague.com/players/4760/Ryan-Inniss/overview,Defender,05/06/1995,,196cm,114536
Isaac Success,Forward,  Nigeria,http://www.premierleague.com/players/19618/Isaac-Success/overview,Watford,07/01/1996,22,186cm,173514
Isaiah Brown,Midfielder,  England,http://www.premierleague.com/players/4674/Isaiah-Brown/overview,Midfielder,07/01/1997,,182cm,112516
Daniel Iversen,Goalkeeper,  Denmark,http://www.premierleague.com/players/15332/Daniel-Iversen/overview,Goalkeeper,19/07/1997,,191cm,207270
Ivo Pinto,Defender,  Portugal,http://www.premierleague.com/players/6292/Ivo-Pinto/overview,Defender,07/01/1990,,182cm,52980
Alex Iwobi,Forward,  Nigeria,http://www.premierleague.com/players/4717/Alex-Iwobi/overview,Everton,03/05/1996,17,180cm,153133
José Izquierdo,Forward,  Colombia,http://www.premierleague.com/players/12212/José-Izquierdo/overview,Brighton and Hove Albion,07/07/1992,19,171cm,167473
Phil Jagielka,Defender,  England,http://www.premierleague.com/players/3222/Phil-Jagielka/overview,Sheffield United,17/08/1982,15,180cm,7645
Alireza Jahanbakhsh,Forward,  Iran,http://www.premierleague.com/players/15480/Alireza-Jahanbakhsh/overview,Brighton and Hove Albion,11/08/1993,,180cm,165210
Eldin Jakupovic,Goalkeeper,  Switzerland,http://www.premierleague.com/players/4786/Eldin-Jakupovic/overview,Leicester City,02/10/1984,35,191cm,11974
Reece James,Defender,  England,http://www.premierleague.com/players/14571/Reece-James/overview,Chelsea,08/12/1999,24,182cm,225796
Andi Janjeva,Defender, ,http://www.premierleague.com/players/74590/Andi-Janjeva/overview,Watford,,72,,461153
Alexandre Jankewitz,Midfielder,  Switzerland,http://www.premierleague.com/players/52931/Alexandre-Jankewitz/overview,Midfielder,25/12/2001,,179cm,449781
Daryl Janmaat,Defender,  Netherlands,http://www.premierleague.com/players/10480/Daryl-Janmaat/overview,Watford,22/07/1989,2,185cm,52940
Vincent Janssen,Forward,  Netherlands,http://www.premierleague.com/players/15481/Vincent-Janssen/overview,Forward,15/06/1994,,180cm,165990
Vitezslav Jaros,Goalkeeper,  Czech Republic,http://www.premierleague.com/players/24807/Vitezslav-Jaros/overview,Goalkeeper,23/07/2001,,,432987
Mile Jedinak,Midfielder,  Australia,http://www.premierleague.com/players/4766/Mile-Jedinak/overview,Midfielder,03/08/1984,,189cm,59115
Carl Jenkinson,Defender,  England,http://www.premierleague.com/players/4248/Carl-Jenkinson/overview,Defender,08/02/1992,,185cm,80254
Teddy Jenks,Midfielder,  England,http://www.premierleague.com/players/24723/Teddy-Jenks/overview,Brighton and Hove Albion,12/03/2002,,,244848
Jiang Guangtai,Defender,  China,http://www.premierleague.com/players/4506/Jiang-Guangtai/overview,Defender,27/05/1994,,181cm,149468
Roberto Jiménez,Goalkeeper,  Spain,http://www.premierleague.com/players/4909/Roberto-Jiménez/overview,Goalkeeper,10/02/1986,,192cm,40694
Jimmy Dunne,Defender,  Ireland,http://www.premierleague.com/players/14829/Jimmy-Dunne/overview,Burnley,19/10/1997,34,183cm,218023
João Cancelo,Defender,  Portugal,http://www.premierleague.com/players/5051/João-Cancelo/overview,Manchester City,27/05/1994,27,182cm,121145
João Moutinho,Midfielder,  Portugal,http://www.premierleague.com/players/11259/João-Moutinho/overview,Wolverhampton Wanderers,08/09/1986,28,170cm,19624
João Pedro,Forward,  Brazil,http://www.premierleague.com/players/72371/João-Pedro/overview,Watford,26/09/2001,17,182cm,475168
João Virgínia,Goalkeeper,  Portugal,http://www.premierleague.com/players/14428/João-Virgínia/overview,Goalkeeper,10/10/1999,,191cm,222627
Joe Powell,Midfielder,  England,http://www.premierleague.com/players/15200/Joe-Powell/overview,Midfielder,30/10/1998,,,195860
Joel Pereira,Goalkeeper,  Portugal,http://www.premierleague.com/players/13556/Joel-Pereira/overview,Goalkeeper,28/06/1996,,188cm,168196
Joelinton,Forward,  Brazil,http://www.premierleague.com/players/20607/Joelinton,Newcastle United,14/08/1996,9,186cm,180974
Viktor Johansson,Goalkeeper,  Sweden,http://www.premierleague.com/players/14465/Viktor-Johansson/overview,Goalkeeper,14/09/1998,,186cm,222340
Cameron John,Defender,  England,http://www.premierleague.com/players/15226/Cameron-John/overview,Defender,24/08/1999,,,215409
Tyreece John-Jules,Forward,  England,http://www.premierleague.com/players/19880/Tyreece-John-Jules/overview,Forward,14/02/2001,,183cm,232233
Marvin Johnson,Midfielder,  England,http://www.premierleague.com/players/8836/Marvin-Johnson/overview,Forward,01/12/1990,,178cm,74192
George Johnston,Defender,  Scotland,http://www.premierleague.com/players/45519/George-Johnston/overview,Defender,01/09/1998,,181cm,174944
Curtis Jones,Midfielder,  England,http://www.premierleague.com/players/23815/Curtis-Jones/overview,Liverpool,30/01/2001,48,185cm,206915
Jonny,Defender,  Spain,http://www.premierleague.com/players/20277/Jonny,Wolverhampton Wanderers,03/03/1994,19,175cm,114128
Corey Jordan,Defender,  England,http://www.premierleague.com/players/13192/Corey-Jordan/overview,AFC Bournemouth,04/03/1999,,185cm,227290
Jorginho,Midfielder,  Italy,http://www.premierleague.com/players/5682/Jorginho,Chelsea,20/12/1991,5,180cm,85955
Joselu,Forward,  Spain,http://www.premierleague.com/players/6425/Joselu,Forward,27/03/1990,,192cm,61316
Jota,Midfielder,  Spain,http://www.premierleague.com/players/10604/Jota,Aston Villa,16/06/1991,23,180cm,89274
James Justin,Defender,  England,http://www.premierleague.com/players/13515/James-Justin/overview,Leicester City,23/02/1998,2,183cm,220627
Christian Kabasele,Defender,  Belgium,http://www.premierleague.com/players/19605/Christian-Kabasele/overview,Watford,24/02/1991,27,187cm,85624
Younes Kaboul,Defender,  France,http://www.premierleague.com/players/3508/Younes-Kaboul/overview,Defender,04/01/1986,,193cm,37742
Sullay Kaikai,Midfielder,  England,http://www.premierleague.com/players/10191/Sullay-Kaikai/overview,Midfielder,26/08/1995,,182cm,138009
Tomas Kalas,Defender,  Czech Republic,http://www.premierleague.com/players/4101/Tomas-Kalas/overview,Defender,15/05/1993,,183cm,84482
Lovre Kalinic,Goalkeeper,  Croatia,http://www.premierleague.com/players/21611/Lovre-Kalinic/overview,Goalkeeper,03/04/1990,,201cm,88175
Herbie Kane,Midfielder,  England,http://www.premierleague.com/players/14750/Herbie-Kane/overview,Midfielder,23/11/1998,,177cm,169185
N'Golo Kanté,Midfielder,  France,http://www.premierleague.com/players/13492/N,Chelsea,29/03/1991,7,168cm,116594
Bartosz Kapustka,Midfielder,  Poland,http://www.premierleague.com/players/19679/Bartosz-Kapustka/overview,Midfielder,23/12/1996,,179cm,165911
Loris Karius,Goalkeeper,  Germany,http://www.premierleague.com/players/19600/Loris-Karius/overview,Goalkeeper,22/06/1993,,189cm,104542
Beram Kayal,Midfielder,  Israel,http://www.premierleague.com/players/5156/Beram-Kayal/overview,Brighton and Hove Albion,02/05/1988,7,178cm,38490
Moise Kean,Forward,  Italy,http://www.premierleague.com/players/20958/Moise-Kean/overview,Everton,28/02/2000,27,183cm,242058
Michael Keane,Defender,  England,http://www.premierleague.com/players/4333/Michael-Keane/overview,Everton,11/01/1993,5,191cm,106611
Naby Keita,Midfielder,  Guinea,http://www.premierleague.com/players/12316/Naby-Keita/overview,Liverpool,10/02/1995,8,172cm,175592
Caoimhin Kelleher,Goalkeeper,  Ireland,http://www.premierleague.com/players/14723/Caoimhin-Kelleher/overview,Liverpool,23/11/1998,62,178cm,200720
Lloyd Kelly,Defender,  England,http://www.premierleague.com/players/21585/Lloyd-Kelly/overview,AFC Bournemouth,06/10/1998,26,178cm,235530
Daniel Kemp,Midfielder,  England,http://www.premierleague.com/players/15194/Daniel-Kemp/overview,Midfielder,11/01/1999,,,221568
Kenedy,Midfielder,  Brazil,http://www.premierleague.com/players/13285/Kenedy,Midfielder,08/02/1996,,182cm,167767
Jonjoe Kenny,Defender,  England,http://www.premierleague.com/players/10449/Jonjoe-Kenny/overview,Defender,15/03/1997,,176cm,153673
Ryan Kent,Midfielder,  England,http://www.premierleague.com/players/13509/Ryan-Kent/overview,Midfielder,11/11/1996,,172cm,141291
Ki Sung-Yueng,Midfielder,  South Korea,http://www.premierleague.com/players/4656/Ki-Sung-Yueng/overview,Midfielder,24/01/1989,,189cm,76542
Kieron Freeman,Defender,  Wales,http://www.premierleague.com/players/9567/Kieron-Freeman/overview,Sheffield United,21/03/1992,18,178cm,87121
Kiko Femenía,Defender,  Spain,http://www.premierleague.com/players/22546/Kiko-Femenía/overview,Watford,02/02/1991,21,176cm,54484
Gavin Kilkenny,Midfielder,  Ireland,http://www.premierleague.com/players/50468/Gavin-Kilkenny/overview,AFC Bournemouth,01/02/2000,53,,444183
Maximilian Kilman,Defender,  England,http://www.premierleague.com/players/13522/Maximilian-Kilman/overview,Wolverhampton Wanderers,23/05/1997,49,,214048
Joshua King,Forward,  Norway,http://www.premierleague.com/players/3926/Joshua-King/overview,AFC Bournemouth,15/01/1992,7,180cm,78007
Nya Kirby,Midfielder,  England,http://www.premierleague.com/players/15134/Nya-Kirby/overview,Crystal Palace,31/01/2000,37,174cm,209043
Christoph Klarer,Midfielder,  Austria,http://www.premierleague.com/players/23872/Christoph-Klarer/overview,Midfielder,14/06/2000,,191cm,229960
Ragnar Klavan,Defender,  Estonia,http://www.premierleague.com/players/15608/Ragnar-Klavan/overview,Defender,30/10/1985,,187cm,33871
Timm Klose,Defender,  Switzerland,http://www.premierleague.com/players/12891/Timm-Klose/overview,Norwich City,09/05/1988,,193cm,84384
Josh Knight,Defender,  England,http://www.premierleague.com/players/14693/Josh-Knight/overview,Defender,07/09/1997,,185cm,201667
Anthony Knockaert,Midfielder,  France,http://www.premierleague.com/players/8982/Anthony-Knockaert/overview,Midfielder,20/11/1991,,172cm,83543
Jonathan Kodjia,Forward,  Cote D'Ivoire,http://www.premierleague.com/players/13240/Jonathan-Kodjia/overview,Forward,22/10/1989,,191cm,54764
Sead Kolasinac,Defender,  Bosnia And Herzegovina,http://www.premierleague.com/players/5368/Sead-Kolasinac/overview,Arsenal,20/06/1993,31,183cm,111457
Vincent Kompany,Defender,  Belgium,http://www.premierleague.com/players/3653/Vincent-Kompany/overview,Defender,10/04/1986,,193cm,17476
Ezri Konsa Ngoyo,Defender,  England,http://www.premierleague.com/players/13274/Ezri-Konsa-Ngoyo/overview,Aston Villa,23/10/1997,15,183cm,199798
Laurent Koscielny,Defender,  France,http://www.premierleague.com/players/4030/Laurent-Koscielny/overview,Defender,10/09/1985,,186cm,51507
Billy Koumetio,Defender,  France,http://www.premierleague.com/players/66564/Billy-Koumetio/overview,Liverpool,14/11/2002,89,,480818
Cheikhou Kouyaté,Midfielder,  Senegal,http://www.premierleague.com/players/5861/Cheikhou-Kouyaté/overview,Crystal Palace,21/12/1989,8,189cm,55037
Mateo Kovacic,Midfielder,  Croatia,http://www.premierleague.com/players/12520/Mateo-Kovacic/overview,Chelsea,06/05/1994,17,178cm,91651
Matej Kovar,Goalkeeper,  Czech Republic,http://www.premierleague.com/players/35733/Matej-Kovar/overview,Manchester United,17/05/2000,51,,446189
Emil Krafth,Defender,  Sweden,http://www.premierleague.com/players/66494/Emil-Krafth/overview,Newcastle United,02/08/1994,17,184cm,111773
Tim Krul,Goalkeeper,  Netherlands,http://www.premierleague.com/players/3169/Tim-Krul/overview,Norwich City,03/04/1988,1,188cm,20480
Alexandre Lacazette,Forward,  France,http://www.premierleague.com/players/6899/Alexandre-Lacazette/overview,Arsenal,28/05/1991,9,175cm,59966
Daniel Lafferty,Defender,  Northern Ireland,http://www.premierleague.com/players/8232/Daniel-Lafferty/overview,Defender,18/05/1989,,180cm,80788
Ethan Laird,Defender,  England,http://www.premierleague.com/players/23832/Ethan-Laird/overview,Manchester United,05/08/2001,41,,232929
Adam Lallana,Midfielder,  England,http://www.premierleague.com/players/4618/Adam-Lallana/overview,Liverpool,10/05/1988,,172cm,39155
Erik Lamela,Midfielder,  Argentina,http://www.premierleague.com/players/4842/Erik-Lamela/overview,Tottenham Hotspur,04/03/1992,11,181cm,62974
Tariq Lamptey,Defender,  England,http://www.premierleague.com/players/23704/Tariq-Lamptey/overview,Brighton and Hove Albion,30/09/2000,,,232792
Henri Lansbury,Midfielder,  England,http://www.premierleague.com/players/3049/Henri-Lansbury/overview,Aston Villa,12/10/1990,8,183cm,40564
Manuel Lanzini,Midfielder,  Argentina,http://www.premierleague.com/players/13872/Manuel-Lanzini/overview,West Ham United,15/02/1993,10,167cm,86934
Aymeric Laporte,Defender,  France,http://www.premierleague.com/players/11044/Aymeric-Laporte/overview,Manchester City,27/05/1994,14,191cm,146941
Yasser Larouci,Defender,  France,http://www.premierleague.com/players/30528/Yasser-Larouci/overview,Liverpool,01/01/2001,70,176cm,432990
Jamaal Lascelles,Defender,  England,http://www.premierleague.com/players/9257/Jamaal-Lascelles/overview,Newcastle United,11/11/1993,,188cm,101148
Caolan Lavery,Forward,  Northern Ireland,http://www.premierleague.com/players/9603/Caolan-Lavery/overview,Forward,22/10/1992,,180cm,129020
Achraf Lazaar,Midfielder,  Morocco,http://www.premierleague.com/players/20180/Achraf-Lazaar/overview,Defender,22/01/1992,,184cm,79479
Valentino Lazaro,Midfielder,  Austria,http://www.premierleague.com/players/6528/Valentino-Lazaro/overview,Newcastle United,24/03/1996,23,180cm,116543
Adam Leathers,Midfielder,  England,http://www.premierleague.com/players/51538/Adam-Leathers/overview,Midfielder,14/11/2001,,,461582
Adam Legzdins,Goalkeeper,  England,http://www.premierleague.com/players/2852/Adam-Legzdins/overview,Burnley,28/11/1986,30,190cm,28609
Moritz Leitner,Midfielder,  Germany,http://www.premierleague.com/players/15558/Moritz-Leitner/overview,Norwich City,08/12/1992,10,174cm,87396
Florian Lejeune,Defender,  France,http://www.premierleague.com/players/16607/Florian-Lejeune/overview,Newcastle United,20/05/1991,20,189cm,77359
Mario Lemina,Midfielder,  Gabon,http://www.premierleague.com/players/5583/Mario-Lemina/overview,Midfielder,01/09/1993,,184cm,151086
Aaron Lennon,Midfielder,  England,http://www.premierleague.com/players/2270/Aaron-Lennon/overview,Burnley,16/04/1987,25,165cm,17349
Bernd Leno,Goalkeeper,  Germany,http://www.premierleague.com/players/4985/Bernd-Leno/overview,Arsenal,04/03/1992,1,190cm,80201
Léo Bonatini,Forward,  Brazil,http://www.premierleague.com/players/12299/Léo-Bonatini/overview,Forward,28/03/1994,,185cm,141569
Jefferson Lerma,Midfielder,  Colombia,http://www.premierleague.com/players/37776/Jefferson-Lerma/overview,AFC Bournemouth,25/10/1994,8,179cm,152551
Thakgalo Leshabela,Midfielder,  South Africa,http://www.premierleague.com/players/23784/Thakgalo-Leshabela/overview,Midfielder,18/09/1999,,175cm,232881
Dylan Levitt,Midfielder,  Wales,http://www.premierleague.com/players/23830/Dylan-Levitt/overview,Manchester United,17/11/2000,63,,232930
Adam Lewis,Midfielder,  England,http://www.premierleague.com/players/21821/Adam-Lewis/overview,Liverpool,08/11/1999,46,175cm,195476
Lewis Cook,Midfielder,  England,http://www.premierleague.com/players/10766/Lewis-Cook/overview,AFC Bournemouth,03/02/1997,16,175cm,155408
Stephan Lichtsteiner,Defender,  Switzerland,http://www.premierleague.com/players/5520/Stephan-Lichtsteiner/overview,Defender,16/01/1984,,182cm,27335
Anders Lindegaard,Goalkeeper,  Denmark,http://www.premierleague.com/players/4154/Anders-Lindegaard/overview,Goalkeeper,13/04/1984,,193cm,39725
Victor Lindelöf,Defender,  Sweden,http://www.premierleague.com/players/5066/Victor-Lindelöf/overview,Manchester United,17/07/1994,2,187cm,184667
Jesse Lingard,Midfielder,  England,http://www.premierleague.com/players/4337/Jesse-Lingard/overview,Manchester United,15/12/1992,14,175cm,109322
Fernando Llorente,Forward,  Spain,http://www.premierleague.com/players/5551/Fernando-Llorente/overview,Forward,26/02/1985,,193cm,19760
Hugo Lloris,Goalkeeper,  France,http://www.premierleague.com/players/4664/Hugo-Lloris/overview,Tottenham Hotspur,26/12/1986,1,188cm,37915
Giovani Lo Celso,Midfielder,  Argentina,http://www.premierleague.com/players/19851/Giovani-Lo-Celso/overview,Tottenham Hotspur,09/04/1996,18,177cm,200826
Jürgen Locadia,Forward,  Netherlands,http://www.premierleague.com/players/7124/Jürgen-Locadia/overview,TSG 1899 Hoffenheim,07/11/1993,37,187cm,106757
Ruben Loftus-Cheek,Midfielder,  England,http://www.premierleague.com/players/5179/Ruben-Loftus-Cheek/overview,Chelsea,23/01/1996,12,191cm,126187
Andy Lonergan,Goalkeeper,  England,http://www.premierleague.com/players/8006/Andy-Lonergan/overview,Liverpool,19/10/1983,22,192cm,11948
Kevin Long,Defender,  Ireland,http://www.premierleague.com/players/3837/Kevin-Long/overview,Burnley,18/08/1990,28,188cm,41674
Ryan Longman,Midfielder,  England,http://www.premierleague.com/players/23687/Ryan-Longman/overview,Brighton and Hove Albion,06/11/2000,61,,232774
Luis Longstaff,Midfielder,  England,http://www.premierleague.com/players/23817/Luis-Longstaff/overview,Liverpool,24/02/2001,75,168cm,215135
Ademola Lookman,Forward,  England,http://www.premierleague.com/players/13278/Ademola-Lookman/overview,Forward,20/10/1997,,174cm,219352
Jonas Lössl,Goalkeeper,  Denmark,http://www.premierleague.com/players/12444/Jonas-Lössl/overview,Goalkeeper,01/02/1989,,195cm,57513
Dejan Lovren,Defender,  Croatia,http://www.premierleague.com/players/4813/Dejan-Lovren/overview,Liverpool,05/07/1989,,188cm,38454
Matthew Lowton,Defender,  England,http://www.premierleague.com/players/4487/Matthew-Lowton/overview,Burnley,09/06/1989,,180cm,68983
Lucas Moura,Midfielder,  Brazil,http://www.premierleague.com/players/5762/Lucas-Moura/overview,Tottenham Hotspur,13/08/1992,27,172cm,95715
Lucas Perri,Goalkeeper,  Brazil,http://www.premierleague.com/players/63634/Lucas-Perri/overview,Goalkeeper,10/12/1997,,194cm,201595
Lucas Piazon,Midfielder,  Brazil,http://www.premierleague.com/players/4289/Lucas-Piazon/overview,Midfielder,20/01/1994,,182cm,111565
Romelu Lukaku,Forward,  Belgium,http://www.premierleague.com/players/4290/Romelu-Lukaku/overview,Forward,13/05/1993,,190cm,66749
Luke Freeman,Midfielder,  England,http://www.premierleague.com/players/3320/Luke-Freeman/overview,Sheffield United,22/03/1992,8,181cm,49083
Dodi Lukébakio,Forward,  Belgium,http://www.premierleague.com/players/16088/Dodi-Lukébakio/overview,Forward,24/09/1997,,187cm,219002
John Lundstram,Midfielder,  England,http://www.premierleague.com/players/4509/John-Lundstram/overview,Sheffield United,18/02/1994,7,181cm,153723
Brooklyn Lyons-Foster,Defender,  England,http://www.premierleague.com/players/23948/Brooklyn-Lyons-Foster/overview,Defender,01/12/2000,,,232454
Ian Maatsen,Defender,  Netherlands,http://www.premierleague.com/players/51223/Ian-Maatsen/overview,Chelsea,10/03/2002,63,167cm,441302
Alexis Mac Allister,Midfielder,  Argentina,http://www.premierleague.com/players/63633/Alexis-Mac-Allister/overview,Brighton and Hove Albion,24/12/1998,,174cm,243016
Matt Macey,Goalkeeper,  England,http://www.premierleague.com/players/10422/Matt-Macey/overview,Arsenal,09/09/1994,33,198cm,113534
James Maddison,Midfielder,  England,http://www.premierleague.com/players/8456/James-Maddison/overview,Leicester City,23/11/1996,10,175cm,172780
Gary Madine,Forward,  England,http://www.premierleague.com/players/8335/Gary-Madine/overview,Forward,24/08/1990,,193cm,45196
Harry Maguire,Defender,  England,http://www.premierleague.com/players/9566/Harry-Maguire/overview,Manchester United,05/03/1993,5,194cm,95658
Connor Mahoney,Midfielder,  England,http://www.premierleague.com/players/7985/Connor-Mahoney/overview,Midfielder,12/02/1997,,175cm,169743
Riyad Mahrez,Forward,  Algeria,http://www.premierleague.com/players/8983/Riyad-Mahrez/overview,Manchester City,21/02/1991,26,179cm,103025
Archie Mair,Goalkeeper,  Scotland,http://www.premierleague.com/players/66497/Archie-Mair/overview,Norwich City,10/02/2001,60,198cm,233849
Ainsley Maitland-Niles,Midfielder,  England,http://www.premierleague.com/players/10428/Ainsley-Maitland-Niles/overview,Arsenal,29/08/1997,15,177cm,154043
Sadio Mané,Forward,  Senegal,http://www.premierleague.com/players/6519/Sadio-Mané/overview,Liverpool,10/04/1992,10,175cm,110979
Eliaquim Mangala,Defender,  France,http://www.premierleague.com/players/5334/Eliaquim-Mangala/overview,Defender,13/02/1991,,188cm,57112
Javier Manquillo,Defender,  Spain,http://www.premierleague.com/players/4918/Javier-Manquillo/overview,Newcastle United,05/05/1994,19,178cm,109528
Marc Guehi,Defender,  England,http://www.premierleague.com/players/14569/Marc-Guehi/overview,Defender,13/07/2000,,182cm,209036
Solly March,Midfielder,  England,http://www.premierleague.com/players/8171/Solly-March/overview,Brighton and Hove Albion,20/07/1994,20,180cm,109345
Pablo Marí,Defender,  Spain,http://www.premierleague.com/players/20097/Pablo-Marí/overview,Arsenal,31/08/1993,,193cm,92371
Adrian Mariappa,Defender,  Jamaica,http://www.premierleague.com/players/3251/Adrian-Mariappa/overview,Watford,03/10/1986,6,180cm,20145
Lazar Markovic,Forward,  Serbia,http://www.premierleague.com/players/5078/Lazar-Markovic/overview,Forward,02/03/1994,,175cm,99323
Christian Marques,Defender,  Switzerland,http://www.premierleague.com/players/64522/Christian-Marques/overview,Defender,15/01/2003,,187cm,481626
George Marsh,Midfielder,  England,http://www.premierleague.com/players/15136/George-Marsh/overview,Midfielder,05/11/1998,,178cm,204820
Ben Marshall,Midfielder,  England,http://www.premierleague.com/players/3945/Ben-Marshall/overview,Midfielder,29/03/1991,,183cm,67735
Anthony Martial,Forward,  France,http://www.premierleague.com/players/11272/Anthony-Martial/overview,Manchester United,05/12/1995,9,181cm,148225
Josh Martin,Midfielder,  England,http://www.premierleague.com/players/26977/Josh-Martin/overview,Norwich City,09/09/2001,56,,439485
Emiliano Martínez,Goalkeeper,  Argentina,http://www.premierleague.com/players/4245/Emiliano-Martínez/overview,Arsenal,02/09/1992,26,195cm,98980
Adam Masina,Defender,  Italy,http://www.premierleague.com/players/49992/Adam-Masina/overview,Watford,02/01/1994,11,189cm,155651
Joe Mason,Forward,  Ireland,http://www.premierleague.com/players/4741/Joe-Mason/overview,Forward,13/05/1991,,178cm,73442
Ntumba Massanka,Midfielder,  England,http://www.premierleague.com/players/13932/Ntumba-Massanka/overview,Midfielder,30/11/1996,,191cm,182620
Arthur Masuaku,Defender,  The Democratic Republic Of Congo,http://www.premierleague.com/players/11284/Arthur-Masuaku/overview,West Ham United,07/11/1993,26,179cm,105717
Juan Mata,Midfielder,  Spain,http://www.premierleague.com/players/4287/Juan-Mata/overview,Manchester United,28/04/1988,8,170cm,43670
Luke Matheson,Defender,  England,http://www.premierleague.com/players/52625/Luke-Matheson/overview,Defender,02/10/2002,,,464629
Nemanja Matic,Midfielder,  Serbia,http://www.premierleague.com/players/3861/Nemanja-Matic/overview,Manchester United,01/08/1988,31,194cm,62398
Joel Matip,Defender,  Cameroon,http://www.premierleague.com/players/5375/Joel-Matip/overview,Liverpool,08/08/1991,32,195cm,60914
Matthew Longstaff,Midfielder,  England,http://www.premierleague.com/players/14903/Matthew-Longstaff/overview,Newcastle United,21/03/2000,43,,223175
Neal Maupay,Forward,  France,http://www.premierleague.com/players/16256/Neal-Maupay/overview,Brighton and Hove Albion,14/08/1996,7,173cm,115382
Konstantinos Mavropanos,Defender,  Greece,http://www.premierleague.com/players/32638/Konstantinos-Mavropanos/overview,Defender,11/12/1997,,194cm,233963
James McArthur,Midfielder,  Scotland,http://www.premierleague.com/players/4224/James-McArthur/overview,Crystal Palace,07/10/1987,18,178cm,50471
Oliver McBurnie,Forward,  Scotland,http://www.premierleague.com/players/8107/Oliver-McBurnie/overview,Sheffield United,04/06/1996,9,188cm,169432
Sam McCallum,Defender,  England,http://www.premierleague.com/players/52903/Sam-McCallum/overview,Defender,02/09/2000,,,465276
James McCarthy,Midfielder,  Ireland,http://www.premierleague.com/players/3979/James-McCarthy/overview,Crystal Palace,12/11/1990,,180cm,50472
Ross McCormack,Forward,  Scotland,http://www.premierleague.com/players/8956/Ross-McCormack/overview,Forward,18/08/1986,,175cm,18512
George McEachran,Midfielder,  England,http://www.premierleague.com/players/14587/George-McEachran/overview,Midfielder,30/08/2000,,172cm,215459
John McGinn,Midfielder,  Scotland,http://www.premierleague.com/players/51423/John-McGinn/overview,Aston Villa,18/10/1994,7,178cm,122806
David McGoldrick,Forward,  Ireland,http://www.premierleague.com/players/2340/David-McGoldrick/overview,Sheffield United,29/11/1987,17,183cm,27436
Michael McGovern,Goalkeeper,  Northern Ireland,http://www.premierleague.com/players/19675/Michael-McGovern/overview,Norwich City,12/07/1984,1,191cm,18499
Giovanni McGregor,Midfielder,  England,http://www.premierleague.com/players/24342/Giovanni-McGregor/overview,Crystal Palace,09/01/1999,38,,234720
Harry McKirdy,Midfielder,  England,http://www.premierleague.com/players/14481/Harry-McKirdy/overview,Midfielder,29/03/1997,,175cm,173927
Kenny McLean,Midfielder,  Scotland,http://www.premierleague.com/players/33061/Kenny-McLean/overview,Norwich City,08/01/1992,,183cm,78607
Dwight McNeil,Midfielder,  England,http://www.premierleague.com/players/24797/Dwight-McNeil/overview,Burnley,22/11/1999,11,183cm,433154
Sam McQueen,Defender,  England,http://www.premierleague.com/players/9649/Sam-McQueen/overview,Southampton,06/02/1995,45,180cm,153373
Scott McTominay,Midfielder,  Scotland,http://www.premierleague.com/players/14824/Scott-McTominay/overview,Manchester United,08/12/1996,39,193cm,195851
Zech Medley,Defender,  England,http://www.premierleague.com/players/21958/Zech-Medley/overview,Arsenal,09/07/2000,49,195cm,209037
Ben Mee,Defender,  England,http://www.premierleague.com/players/3909/Ben-Mee/overview,Burnley,21/09/1989,6,180cm,51927
D'Mani Mellor,Forward,  England,http://www.premierleague.com/players/23835/D,Manchester United,20/09/2000,49,,232924
Nampalys Mendy,Midfielder,  France,http://www.premierleague.com/players/19617/Nampalys-Mendy/overview,Leicester City,23/06/1992,24,167cm,86881
Teden Mengi,Defender,  England,http://www.premierleague.com/players/27090/Teden-Mengi/overview,Manchester United,30/04/2002,71,183cm,244856
Chris Mepham,Defender,  Wales,http://www.premierleague.com/players/14063/Chris-Mepham/overview,AFC Bournemouth,05/11/1997,33,191cm,223911
Max Meyer,Midfielder,  Germany,http://www.premierleague.com/players/5377/Max-Meyer/overview,Crystal Palace,18/09/1995,7,173cm,141020
Matt Miazga,Defender,  United States,http://www.premierleague.com/players/13280/Matt-Miazga/overview,Defender,19/07/1995,,191cm,163793
Simon Mignolet,Goalkeeper,  Belgium,http://www.premierleague.com/players/4179/Simon-Mignolet/overview,Goalkeeper,06/03/1988,,193cm,66797
Luka Milivojevic,Midfielder,  Serbia,http://www.premierleague.com/players/5859/Luka-Milivojevic/overview,Crystal Palace,07/04/1991,4,186cm,66975
Liam Millar,Forward,  Canada,http://www.premierleague.com/players/23822/Liam-Millar/overview,Forward,27/09/1999,,,232905
James Milner,Midfielder,  England,http://www.premierleague.com/players/2100/James-Milner/overview,Liverpool,04/01/1986,7,175cm,15157
Yerry Mina,Defender,  Colombia,http://www.premierleague.com/players/32923/Yerry-Mina/overview,Everton,23/09/1994,13,195cm,164511
Takumi Minamino,Forward,  Japan,http://www.premierleague.com/players/12322/Takumi-Minamino/overview,Liverpool,16/01/1995,18,174cm,157882
Tyrone Mings,Defender,  England,http://www.premierleague.com/players/8900/Tyrone-Mings/overview,Aston Villa,13/03/1993,40,196cm,149484
Kevin Mirallas,Forward,  Belgium,http://www.premierleague.com/players/4507/Kevin-Mirallas/overview,Midfielder,05/10/1987,,182cm,26901
